Economy,Scenario,Date,Population,Gdp,Gdp_per_capita
11_MEX,Reference,2094,121607.215,6478057.802999999,53.27034093
11_MEX,Reference,2095,120696.113,6529949.614,54.102401910000005
11_MEX,Reference,2096,119781.444,6581640.049,54.94707552
11_MEX,Reference,2097,118862.465,6633089.444,55.80474412
11_MEX,Reference,2098,117941.479,6684359.823,56.6752247
11_MEX,Reference,2099,117014.76,6735309.495,57.55948647
11_MEX,Reference,2100,116089.655,6786176.836999999,58.45634425
11_MEX,Target,2022,127024.134,2481402.307,19.5348886
11_MEX,Target,2023,127984.117,2509943.037,19.61136347
11_MEX,Target,2024,128927.016,2554684.895,19.81496954
11_MEX,Target,2025,129849.919,2609359.926,20.09519872
11_MEX,Target,2026,130752.863,2664420.977,20.377534500000003
11_MEX,Target,2027,131635.23500000002,2720000.592,20.66316509
11_MEX,Target,2028,132487.107,2758750.844,20.82278726
11_MEX,Target,2029,133320.604,2796061.209,20.97246131
11_MEX,Target,2030,134137.899,2837732.909,21.15534036
11_MEX,Target,2031,134930.315,2879414.428,21.34001116
11_MEX,Target,2032,135706.171,2931179.076,21.5994531
11_MEX,Target,2033,136456.963,2982316.421,21.85536271
11_MEX,Target,2034,137175.782,3034800.275,22.12344068
11_MEX,Target,2035,137871.682,3087734.736,22.39571384
11_MEX,Target,2036,138530.163,3140233.147,22.66822675
11_MEX,Target,2037,139158.446,3192311.744,22.94012211
11_MEX,Target,2038,139752.145,3243811.5,23.21117504
11_MEX,Target,2039,140305.539,3296593.377,23.495817780000003
11_MEX,Target,2040,140817.497,3350991.032,23.79669504
11_MEX,Target,2041,141292.846,3406779.495,24.11147904
11_MEX,Target,2042,141726.854,3464067.569,24.4418575
11_MEX,Target,2043,142123.819,3521923.33,24.7806691
11_MEX,Target,2044,142472.084,3580329.937,25.13004538
11_MEX,Target,2045,142783.583,3639393.126,25.48887659
11_MEX,Target,2046,143054.635,3699100.401,25.85795561
11_MEX,Target,2047,143287.355,3758921.005,26.23344541
11_MEX,Target,2048,143481.413,3818829.272,26.61549808
11_MEX,Target,2049,143626.428,3878635.702,27.00502795
11_MEX,Target,2050,143734.432,3938508.713,27.40128902
11_MEX,Target,2051,143810.296,3998507.928,27.8040449
11_MEX,Target,2052,143848.834,4058526.815,28.21383185
11_MEX,Target,2053,143853.458,4118600.769,28.630530170000004
11_MEX,Target,2054,143823.083,4178689.522,29.05437315
11_MEX,Target,2055,143757.487,4238766.283,29.48553408
11_MEX,Target,2056,143658.143,4298833.745,29.92405203
11_MEX,Target,2057,143526.187,4358889.298,30.369993030000003
11_MEX,Target,2058,143363.315,4418941.204,30.82337489
11_MEX,Target,2059,143172.812,4479028.717,31.28407311
11_MEX,Target,2060,142951.394,4539068.958,31.75253372
11_MEX,Target,2061,142707.49300000002,4599201.24,32.22816927
11_MEX,Target,2062,142432.578,4659241.012,32.71190536
11_MEX,Target,2063,142133.902,4719307.615999999,33.20325094
11_MEX,Target,2064,141806.951,4779290.382999999,33.702793480000004
11_MEX,Target,2065,141457.036,4839274.254,34.21020538
11_MEX,Target,2066,141078.729,4899126.278,34.72618666
11_MEX,Target,2067,140668.27300000002,4958741.441,35.25131385
11_MEX,Target,2068,140235.128,5018292.941,35.78484944
11_MEX,Target,2069,139783.092,5077841.984,36.32658221
11_MEX,Target,2070,139306.02,5137234.17,36.87733072
11_MEX,Target,2071,138808.912,5196556.677999999,37.43676543
11_MEX,Target,2072,138285.126,5255637.304,38.00580335
11_MEX,Target,2073,137737.696,5314518.049,38.58433968
11_MEX,Target,2074,137161.541,5373053.634,39.17317927
11_MEX,Target,2075,136562.844,5431359.532,39.77186893
11_MEX,Target,2076,135935.793,5489268.671,40.38133408
11_MEX,Target,2077,135290.34,5546992.387999999,41.00065376
11_MEX,Target,2078,134620.028,5604346.199,41.63085004
11_MEX,Target,2079,133931.341,5661463.267,42.27138491
11_MEX,Target,2080,133222.766,5718280.028,42.92269407
11_MEX,Target,2081,132492.08000000002,5774711.254,43.585331700000005
11_MEX,Target,2082,131744.16700000002,5830856.086,44.25893167
11_MEX,Target,2083,130971.814,5886494.596,44.94474357
11_MEX,Target,2084,130186.855,5941915.682,45.64144116000001
11_MEX,Target,2085,129384.669,5996969.721,46.34992513
11_MEX,Target,2086,128567.163,6051682.906,47.07020646
11_MEX,Target,2087,127737.033,6106106.635,47.80216427
11_MEX,Target,2088,126892.284,6160159.764,48.54636996000001
11_MEX,Target,2089,126035.366,6213888.404999999,49.30273622
11_MEX,Target,2090,125169.138,6267354.747,50.07108658000001
11_MEX,Target,2091,124295.004,6320581.308999999,50.85145103
11_MEX,Target,2092,123408.128,6373399.401,51.64489166
11_MEX,Target,2093,122510.952,6425859.545,52.45130692
11_MEX,Target,2094,121607.215,6478057.802999999,53.27034093
11_MEX,Target,2095,120696.113,6529949.614,54.102401910000005
11_MEX,Target,2096,119781.444,6581640.049,54.94707552
11_MEX,Target,2097,118862.465,6633089.444,55.80474412
11_MEX,Target,2098,117941.479,6684359.823,56.6752247
11_MEX,Target,2099,117014.76,6735309.495,57.55948647
11_MEX,Target,2100,116089.655,6786176.836999999,58.45634425
12_NZ,Reference,2022,5163.684,221822.5437,42.9581949
12_NZ,Reference,2023,5206.893,226055.3196,43.41462742
12_NZ,Reference,2024,5249.3060000000005,230620.122,43.93344987
12_NZ,Reference,2025,5290.571,235650.3435,44.54157094
12_NZ,Reference,2026,5330.819,241077.6301,45.22337564
12_NZ,Reference,2027,5370.002,246746.1338,45.948983590000005
12_NZ,Reference,2028,5407.61,251578.2001,46.52299262
12_NZ,Reference,2029,5443.914,256287.9447,47.07788269
12_NZ,Reference,2030,5478.8330000000005,261083.7967,47.65317664
12_NZ,Reference,2031,5512.5070000000005,266112.0703,48.27423717
12_NZ,Reference,2032,5544.9800000000005,271093.9162,48.88997187
12_NZ,Reference,2033,5576.002,276021.5282,49.50169104
12_NZ,Reference,2034,5605.731,280935.4615,50.115758580000005
12_NZ,Reference,2035,5634.068,285903.1609,50.74542247
12_NZ,Reference,2036,5661.2080000000005,290929.6031,51.3900219
12_NZ,Reference,2037,5687.335,296019.7947,52.04894643000001
12_NZ,Reference,2038,5712.308,301168.8329,52.722793120000006
12_NZ,Reference,2039,5736.33,306382.4571,53.41088415
12_NZ,Reference,2040,5759.525000000001,311664.2786,54.11284413
12_NZ,Reference,2041,5781.892,317014.062,54.82877612
12_NZ,Reference,2042,5803.395,322430.3698,55.558921940000005
12_NZ,Reference,2043,5824.013,327912.1452,56.30347068
12_NZ,Reference,2044,5843.686,333456.905,57.06276912
12_NZ,Reference,2045,5862.424,339064.397,57.83689426
12_NZ,Reference,2046,5880.1720000000005,344732.0659,58.62618746
12_NZ,Reference,2047,5896.963,350460.2995,59.43064243
12_NZ,Reference,2048,5912.928,356253.0722,60.24985798
12_NZ,Reference,2049,5927.839,362101.5293,61.08491295
12_NZ,Reference,2050,5942.138,368021.0134,61.934107450000006
12_NZ,Reference,2051,5955.865,374012.9716,62.79742263
12_NZ,Reference,2052,5968.6810000000005,380064.4692,63.676458700000005
12_NZ,Reference,2053,5981.042,386192.3171,64.56940398
12_NZ,Reference,2054,5992.966,392397.4871,65.47634126999999
12_NZ,Reference,2055,6004.337,398675.6575,66.39794827
12_NZ,Reference,2056,6015.1900000000005,405028.2259,67.33423648
12_NZ,Reference,2057,6025.61,411458.7321,68.28499225
12_NZ,Reference,2058,6035.622,417968.4856,69.25027539
12_NZ,Reference,2059,6045.097,424552.3789,70.23086294000001
12_NZ,Reference,2060,6054.025000000001,431209.9414,71.22698393
12_NZ,Reference,2061,6062.67,437952.5237,72.23756591
12_NZ,Reference,2062,6070.972,444778.1369,73.26308488
12_NZ,Reference,2063,6078.976000000001,451689.2592,74.30351085000001
12_NZ,Reference,2064,6086.436,458675.3669,75.36025465
12_NZ,Reference,2065,6093.539,465744.89,76.4325772
12_NZ,Reference,2066,6100.261,472897.1161,77.52080051
12_NZ,Reference,2067,6106.608,480132.649,78.62509743
12_NZ,Reference,2068,6112.2570000000005,487436.363,79.74736059
12_NZ,Reference,2069,6117.6810000000005,494830.4964,80.88530545
12_NZ,Reference,2070,6122.7,502306.9713,82.04010833000001
12_NZ,Reference,2071,6127.152,509857.8894,83.21286780000001
12_NZ,Reference,2072,6131.112,517486.681,84.40339713
12_NZ,Reference,2073,6134.395,525183.7002,85.61295779
12_NZ,Reference,2074,6137.244,532981.7706,86.84382934
12_NZ,Reference,2075,6139.3730000000005,540865.9445,88.09791236000001
12_NZ,Reference,2076,6141.125,548853.7439,89.37348513
12_NZ,Reference,2077,6142.267,556932.8211,90.67219335
12_NZ,Reference,2078,6142.705,565097.4412,91.99488518
12_NZ,Reference,2079,6142.871,573370.8582,93.33923148
12_NZ,Reference,2080,6142.455,581736.1187,94.70742866
12_NZ,Reference,2081,6141.405,590189.6784,96.10010712
12_NZ,Reference,2082,6140.025000000001,598748.5334,97.51565073
12_NZ,Reference,2083,6138.154,607403.5081999999,98.95540389
12_NZ,Reference,2084,6136.036,616169.0190999999,100.4180906
12_NZ,Reference,2085,6133.481,625034.1434,101.9052873
12_NZ,Reference,2086,6130.463,633997.159,103.4175003
12_NZ,Reference,2087,6127.035,643061.1568,104.954706
12_NZ,Reference,2088,6123.482,652244.3036999999,106.5152643
12_NZ,Reference,2089,6119.892,661553.4909,108.0988833
12_NZ,Reference,2090,6115.7970000000005,670959.4985999999,109.7092494
12_NZ,Reference,2091,6111.751,680498.8177,111.3426934
12_NZ,Reference,2092,6107.452,690152.9680999999,113.0017834
12_NZ,Reference,2093,6103.103,699936.5314,114.6853546
12_NZ,Reference,2094,6098.763,709855.1969,116.3933074
12_NZ,Reference,2095,6094.372,719906.5824,118.1264587
12_NZ,Reference,2096,6089.928,730092.147,119.8851853
12_NZ,Reference,2097,6085.403,740411.4569999999,121.6700779
12_NZ,Reference,2098,6080.676,750857.0351999999,123.4824936
12_NZ,Reference,2099,6076.115,761457.4358,125.3197867
12_NZ,Reference,2100,6071.55,772202.4739,127.1837461
12_NZ,Target,2022,5163.684,221822.5437,42.9581949
12_NZ,Target,2023,5206.893,226055.3196,43.41462742
12_NZ,Target,2024,5249.3060000000005,230620.122,43.93344987
12_NZ,Target,2025,5290.571,235650.3435,44.54157094
12_NZ,Target,2026,5330.819,241077.6301,45.22337564
12_NZ,Target,2027,5370.002,246746.1338,45.948983590000005
12_NZ,Target,2028,5407.61,251578.2001,46.52299262
12_NZ,Target,2029,5443.914,256287.9447,47.07788269
12_NZ,Target,2030,5478.8330000000005,261083.7967,47.65317664
12_NZ,Target,2031,5512.5070000000005,266112.0703,48.27423717
12_NZ,Target,2032,5544.9800000000005,271093.9162,48.88997187
12_NZ,Target,2033,5576.002,276021.5282,49.50169104
12_NZ,Target,2034,5605.731,280935.4615,50.115758580000005
12_NZ,Target,2035,5634.068,285903.1609,50.74542247
12_NZ,Target,2036,5661.2080000000005,290929.6031,51.3900219
12_NZ,Target,2037,5687.335,296019.7947,52.04894643000001
12_NZ,Target,2038,5712.308,301168.8329,52.722793120000006
12_NZ,Target,2039,5736.33,306382.4571,53.41088415
12_NZ,Target,2040,5759.525000000001,311664.2786,54.11284413
12_NZ,Target,2041,5781.892,317014.062,54.82877612
12_NZ,Target,2042,5803.395,322430.3698,55.558921940000005
12_NZ,Target,2043,5824.013,327912.1452,56.30347068
12_NZ,Target,2044,5843.686,333456.905,57.06276912
12_NZ,Target,2045,5862.424,339064.397,57.83689426
12_NZ,Target,2046,5880.1720000000005,344732.0659,58.62618746
12_NZ,Target,2047,5896.963,350460.2995,59.43064243
12_NZ,Target,2048,5912.928,356253.0722,60.24985798
12_NZ,Target,2049,5927.839,362101.5293,61.08491295
12_NZ,Target,2050,5942.138,368021.0134,61.934107450000006
12_NZ,Target,2051,5955.865,374012.9716,62.79742263
12_NZ,Target,2052,5968.6810000000005,380064.4692,63.676458700000005
12_NZ,Target,2053,5981.042,386192.3171,64.56940398
12_NZ,Target,2054,5992.966,392397.4871,65.47634126999999
12_NZ,Target,2055,6004.337,398675.6575,66.39794827
12_NZ,Target,2056,6015.1900000000005,405028.2259,67.33423648
12_NZ,Target,2057,6025.61,411458.7321,68.28499225
12_NZ,Target,2058,6035.622,417968.4856,69.25027539
12_NZ,Target,2059,6045.097,424552.3789,70.23086294000001
12_NZ,Target,2060,6054.025000000001,431209.9414,71.22698393
12_NZ,Target,2061,6062.67,437952.5237,72.23756591
12_NZ,Target,2062,6070.972,444778.1369,73.26308488
12_NZ,Target,2063,6078.976000000001,451689.2592,74.30351085000001
12_NZ,Target,2064,6086.436,458675.3669,75.36025465
12_NZ,Target,2065,6093.539,465744.89,76.4325772
12_NZ,Target,2066,6100.261,472897.1161,77.52080051
12_NZ,Target,2067,6106.608,480132.649,78.62509743
12_NZ,Target,2068,6112.2570000000005,487436.363,79.74736059
12_NZ,Target,2069,6117.6810000000005,494830.4964,80.88530545
12_NZ,Target,2070,6122.7,502306.9713,82.04010833000001
12_NZ,Target,2071,6127.152,509857.8894,83.21286780000001
12_NZ,Target,2072,6131.112,517486.681,84.40339713
12_NZ,Target,2073,6134.395,525183.7002,85.61295779
12_NZ,Target,2074,6137.244,532981.7706,86.84382934
12_NZ,Target,2075,6139.3730000000005,540865.9445,88.09791236000001
12_NZ,Target,2076,6141.125,548853.7439,89.37348513
12_NZ,Target,2077,6142.267,556932.8211,90.67219335
12_NZ,Target,2078,6142.705,565097.4412,91.99488518
12_NZ,Target,2079,6142.871,573370.8582,93.33923148
12_NZ,Target,2080,6142.455,581736.1187,94.70742866
12_NZ,Target,2081,6141.405,590189.6784,96.10010712
12_NZ,Target,2082,6140.025000000001,598748.5334,97.51565073
12_NZ,Target,2083,6138.154,607403.5081999999,98.95540389
12_NZ,Target,2084,6136.036,616169.0190999999,100.4180906
12_NZ,Target,2085,6133.481,625034.1434,101.9052873
12_NZ,Target,2086,6130.463,633997.159,103.4175003
12_NZ,Target,2087,6127.035,643061.1568,104.954706
12_NZ,Target,2088,6123.482,652244.3036999999,106.5152643
12_NZ,Target,2089,6119.892,661553.4909,108.0988833
12_NZ,Target,2090,6115.7970000000005,670959.4985999999,109.7092494
12_NZ,Target,2091,6111.751,680498.8177,111.3426934
12_NZ,Target,2092,6107.452,690152.9680999999,113.0017834
12_NZ,Target,2093,6103.103,699936.5314,114.6853546
12_NZ,Target,2094,6098.763,709855.1969,116.3933074
12_NZ,Target,2095,6094.372,719906.5824,118.1264587
12_NZ,Target,2096,6089.928,730092.147,119.8851853
12_NZ,Target,2097,6085.403,740411.4569999999,121.6700779
12_NZ,Target,2098,6080.676,750857.0351999999,123.4824936
12_NZ,Target,2099,6076.115,761457.4358,125.3197867
12_NZ,Target,2100,6071.55,772202.4739,127.1837461
13_PNG,Reference,2022,10048.412,33214.74413,3.305471962
13_PNG,Reference,2023,10236.825,34893.39762,3.4086152320000003
13_PNG,Reference,2024,10423.036,35926.64196,3.446850031
13_PNG,Reference,2025,10608.54,36992.70795,3.487068715
13_PNG,Reference,2026,10793.748,38100.20502,3.529840146
13_PNG,Reference,2027,10978.446,39255.27984,3.575668163
13_PNG,Reference,2028,11161.296,40589.93363,3.636668505
13_PNG,Reference,2029,11343.608,42123.17207,3.713383966
13_PNG,Reference,2030,11525.059,43873.24511,3.806769676
13_PNG,Reference,2031,11705.585,45862.06686,3.917964532
13_PNG,Reference,2032,11885.87,48116.92438,4.0482458900000005
13_PNG,Reference,2033,12065.472,50666.62577,4.199307393
13_PNG,Reference,2034,12243.317,53542.94021,4.373238086000001
13_PNG,Reference,2035,12419.606,56547.6608,4.553096193
13_PNG,Reference,2036,12594.563,59686.43936,4.73906394
13_PNG,Reference,2037,12768.142,62964.44235,4.931370778000001
13_PNG,Reference,2038,12940.239,66386.8595,5.13026533
13_PNG,Reference,2039,13110.709,69958.92947,5.336014206
13_PNG,Reference,2040,13278.715,73683.75091,5.549012153
13_PNG,Reference,2041,13445.449,77571.24689,5.769331086999999
13_PNG,Reference,2042,13609.84,81624.07926,5.997431216
13_PNG,Reference,2043,13771.581,85847.43265,6.233665739
13_PNG,Reference,2044,13932.011,90252.9601,6.478099974
13_PNG,Reference,2045,14087.751,94834.32324,6.731686501
13_PNG,Reference,2046,14243.055,99615.38913,6.993962259
13_PNG,Reference,2047,14396.133,104596.651,7.265607436000001
13_PNG,Reference,2048,14546.64,109784.2902,7.547054867
13_PNG,Reference,2049,14694.538,115185.994,7.838694487
13_PNG,Reference,2050,14839.22,120806.9437,8.14105753
13_PNG,Reference,2051,14981.517,126659.4686,8.454382061
13_PNG,Reference,2052,15120.775,132749.0188,8.779247019000001
13_PNG,Reference,2053,15257.513,139087.2725,9.11598584
13_PNG,Reference,2054,15391.597,145682.9569,9.465096893
13_PNG,Reference,2055,15522.438,152542.35809999998,9.827216454
13_PNG,Reference,2056,15649.576,159672.3839,10.20298466
13_PNG,Reference,2057,15773.778,167087.6561,10.59274804
13_PNG,Reference,2058,15896.371,174807.5678,10.99669653
13_PNG,Reference,2059,16015.547,182831.7572,11.41589214
13_PNG,Reference,2060,16131.106,191169.8796,11.85100882
13_PNG,Reference,2061,16243.715,199838.1549,12.302490830000002
13_PNG,Reference,2062,16352.513,208842.2252,12.77126184
13_PNG,Reference,2063,16458.542,218202.2984,13.25769308
13_PNG,Reference,2064,16561.79,227931.5317,13.76249377
13_PNG,Reference,2065,16663.669,238055.745,14.28591416
13_PNG,Reference,2066,16762.38,248574.5155,14.82930917
13_PNG,Reference,2067,16857.618,259499.3902,15.39359773
13_PNG,Reference,2068,16951.076,270861.1328,15.97899347
13_PNG,Reference,2069,17041.574,282664.8645,16.58678151
13_PNG,Reference,2070,17129.658,294932.3845,17.21764582
13_PNG,Reference,2071,17216.012,307688.3846,17.87222178
13_PNG,Reference,2072,17299.57,320939.8128,18.55189538
13_PNG,Reference,2073,17379.663,334697.1037,19.25797432
13_PNG,Reference,2074,17456.445,348980.0118,19.99147088
13_PNG,Reference,2075,17530.194,363810.694,20.753375230000003
13_PNG,Reference,2076,17601.328,379214.2525,21.54463871
13_PNG,Reference,2077,17668.902000000002,395198.9778,22.36692341
13_PNG,Reference,2078,17732.639,411781.2511,23.221656470000003
13_PNG,Reference,2079,17794.519,429010.1423,24.1091171
13_PNG,Reference,2080,17853.539,446894.9131,25.03116682
13_PNG,Reference,2081,17910.47,465471.062,25.98876869
13_PNG,Reference,2082,17965.767,484771.5869,26.98307214
13_PNG,Reference,2083,18017.716,504795.0574,28.0165953
13_PNG,Reference,2084,18067.693,525590.5595,29.090075830000004
13_PNG,Reference,2085,18114.873,547171.7489,30.20566299
13_PNG,Reference,2086,18159.449,569570.1540999999,31.36494693
13_PNG,Reference,2087,18201.089,592808.5105,32.56994735
13_PNG,Reference,2088,18240.407,616928.7189,33.822091740000005
13_PNG,Reference,2089,18276.225,641937.7677999999,35.12419921
13_PNG,Reference,2090,18310.26,667903.253,36.47699448
13_PNG,Reference,2091,18342.667,694863.9389,37.88238313
13_PNG,Reference,2092,18373.36,722854.6816,39.34254168
13_PNG,Reference,2093,18402.76,751923.7631999999,40.85929302
13_PNG,Reference,2094,18429.684,782081.5534999999,42.43597196
13_PNG,Reference,2095,18454.131,813366.5007,44.07503668
13_PNG,Reference,2096,18475.741,845808.4373,45.7794054
13_PNG,Reference,2097,18495.735,879482.0556999999,47.5505329
13_PNG,Reference,2098,18512.87,914395.6512,49.39243084
13_PNG,Reference,2099,18528.672,950638.6269,51.306355190000005
13_PNG,Reference,2100,18542.498,988239.6043,53.29592617
13_PNG,Target,2022,10048.412,33214.74413,3.305471962
13_PNG,Target,2023,10236.825,34893.39762,3.4086152320000003
13_PNG,Target,2024,10423.036,35926.64196,3.446850031
13_PNG,Target,2025,10608.54,36992.70795,3.487068715
13_PNG,Target,2026,10793.748,38100.20502,3.529840146
13_PNG,Target,2027,10978.446,39255.27984,3.575668163
13_PNG,Target,2028,11161.296,40589.93363,3.636668505
13_PNG,Target,2029,11343.608,42123.17207,3.713383966
13_PNG,Target,2030,11525.059,43873.24511,3.806769676
13_PNG,Target,2031,11705.585,45862.06686,3.917964532
13_PNG,Target,2032,11885.87,48116.92438,4.0482458900000005
13_PNG,Target,2033,12065.472,50666.62577,4.199307393
13_PNG,Target,2034,12243.317,53542.94021,4.373238086000001
13_PNG,Target,2035,12419.606,56547.6608,4.553096193
13_PNG,Target,2036,12594.563,59686.43936,4.73906394
13_PNG,Target,2037,12768.142,62964.44235,4.931370778000001
13_PNG,Target,2038,12940.239,66386.8595,5.13026533
13_PNG,Target,2039,13110.709,69958.92947,5.336014206
13_PNG,Target,2040,13278.715,73683.75091,5.549012153
13_PNG,Target,2041,13445.449,77571.24689,5.769331086999999
13_PNG,Target,2042,13609.84,81624.07926,5.997431216
13_PNG,Target,2043,13771.581,85847.43265,6.233665739
13_PNG,Target,2044,13932.011,90252.9601,6.478099974
13_PNG,Target,2045,14087.751,94834.32324,6.731686501
13_PNG,Target,2046,14243.055,99615.38913,6.993962259
13_PNG,Target,2047,14396.133,104596.651,7.265607436000001
13_PNG,Target,2048,14546.64,109784.2902,7.547054867
13_PNG,Target,2049,14694.538,115185.994,7.838694487
13_PNG,Target,2050,14839.22,120806.9437,8.14105753
13_PNG,Target,2051,14981.517,126659.4686,8.454382061
13_PNG,Target,2052,15120.775,132749.0188,8.779247019000001
13_PNG,Target,2053,15257.513,139087.2725,9.11598584
13_PNG,Target,2054,15391.597,145682.9569,9.465096893
13_PNG,Target,2055,15522.438,152542.35809999998,9.827216454
13_PNG,Target,2056,15649.576,159672.3839,10.20298466
13_PNG,Target,2057,15773.778,167087.6561,10.59274804
13_PNG,Target,2058,15896.371,174807.5678,10.99669653
13_PNG,Target,2059,16015.547,182831.7572,11.41589214
13_PNG,Target,2060,16131.106,191169.8796,11.85100882
13_PNG,Target,2061,16243.715,199838.1549,12.302490830000002
13_PNG,Target,2062,16352.513,208842.2252,12.77126184
13_PNG,Target,2063,16458.542,218202.2984,13.25769308
13_PNG,Target,2064,16561.79,227931.5317,13.76249377
13_PNG,Target,2065,16663.669,238055.745,14.28591416
13_PNG,Target,2066,16762.38,248574.5155,14.82930917
13_PNG,Target,2067,16857.618,259499.3902,15.39359773
13_PNG,Target,2068,16951.076,270861.1328,15.97899347
13_PNG,Target,2069,17041.574,282664.8645,16.58678151
13_PNG,Target,2070,17129.658,294932.3845,17.21764582
13_PNG,Target,2071,17216.012,307688.3846,17.87222178
13_PNG,Target,2072,17299.57,320939.8128,18.55189538
13_PNG,Target,2073,17379.663,334697.1037,19.25797432
13_PNG,Target,2074,17456.445,348980.0118,19.99147088
13_PNG,Target,2075,17530.194,363810.694,20.753375230000003
13_PNG,Target,2076,17601.328,379214.2525,21.54463871
13_PNG,Target,2077,17668.902000000002,395198.9778,22.36692341
13_PNG,Target,2078,17732.639,411781.2511,23.221656470000003
13_PNG,Target,2079,17794.519,429010.1423,24.1091171
13_PNG,Target,2080,17853.539,446894.9131,25.03116682
13_PNG,Target,2081,17910.47,465471.062,25.98876869
13_PNG,Target,2082,17965.767,484771.5869,26.98307214
13_PNG,Target,2083,18017.716,504795.0574,28.0165953
13_PNG,Target,2084,18067.693,525590.5595,29.090075830000004
13_PNG,Target,2085,18114.873,547171.7489,30.20566299
13_PNG,Target,2086,18159.449,569570.1540999999,31.36494693
13_PNG,Target,2087,18201.089,592808.5105,32.56994735
13_PNG,Target,2088,18240.407,616928.7189,33.822091740000005
13_PNG,Target,2089,18276.225,641937.7677999999,35.12419921
13_PNG,Target,2090,18310.26,667903.253,36.47699448
13_PNG,Target,2091,18342.667,694863.9389,37.88238313
13_PNG,Target,2092,18373.36,722854.6816,39.34254168
13_PNG,Target,2093,18402.76,751923.7631999999,40.85929302
13_PNG,Target,2094,18429.684,782081.5534999999,42.43597196
13_PNG,Target,2095,18454.131,813366.5007,44.07503668
13_PNG,Target,2096,18475.741,845808.4373,45.7794054
13_PNG,Target,2097,18495.735,879482.0556999999,47.5505329
13_PNG,Target,2098,18512.87,914395.6512,49.39243084
13_PNG,Target,2099,18528.672,950638.6269,51.306355190000005
13_PNG,Target,2100,18542.498,988239.6043,53.29592617
14_PE,Reference,2022,33911.712,443478.0932,13.077431570000002
14_PE,Reference,2023,34187.465000000004,454996.3337,13.30886434
14_PE,Reference,2024,34517.972,469577.4858,13.60385499
14_PE,Reference,2025,34848.917,484105.2964,13.89154493
14_PE,Reference,2026,35182.732,498625.2953,14.17244389
14_PE,Reference,2027,35520.836,513607.4433,14.4593287
14_PE,Reference,2028,35859.765,532865.1369,14.85969406
14_PE,Reference,2029,36198.706,548497.4843,15.15240584
14_PE,Reference,2030,36535.566,564526.1135,15.45141284
14_PE,Reference,2031,36869.219,580882.0544,15.755203670000002
14_PE,Reference,2032,37196.482,597359.2788999999,16.05956388
14_PE,Reference,2033,37517.617,614016.492,16.36608455
14_PE,Reference,2034,37833.346,631167.7652,16.682842830000002
14_PE,Reference,2035,38142.199,648966.2672,17.01439047
14_PE,Reference,2036,38443.773,666711.8724999999,17.34251923
14_PE,Reference,2037,38739.919,685008.8021999999,17.68224663
14_PE,Reference,2038,39029.174,703817.6501999999,18.03311672
14_PE,Reference,2039,39310.295,723103.3663999999,18.39475808
14_PE,Reference,2040,39585.461,742892.9996,18.7668144
14_PE,Reference,2041,39854.862,763182.0958,19.14903371
14_PE,Reference,2042,40115.732,783916.6287,19.54137665
14_PE,Reference,2043,40368.69,805067.7357999999,19.94287493
14_PE,Reference,2044,40615.233,826735.4832,20.35530568
14_PE,Reference,2045,40853.594,848891.9232,20.7788799
14_PE,Reference,2046,41084.189,871537.8034,21.21346008
14_PE,Reference,2047,41308.698,894694.1002999999,21.658733960000003
14_PE,Reference,2048,41523.879,918318.2982,22.1154266
14_PE,Reference,2049,41730.302,942416.0617,22.58349488
14_PE,Reference,2050,41928.111,966992.1038,23.063097300000003
14_PE,Reference,2051,42116.998,992051.8754,23.5546673
14_PE,Reference,2052,42297.369,1017598.057,24.05818804
14_PE,Reference,2053,42468.842,1043623.364,24.57385967
14_PE,Reference,2054,42631.85,1070132.757,25.10171988
14_PE,Reference,2055,42787.561,1097143.377,25.64164331
14_PE,Reference,2056,42933.942,1124624.404,26.19429643
14_PE,Reference,2057,43072.222,1152593.951,26.759565610000003
14_PE,Reference,2058,43205.036,1181094.821,27.33697112
14_PE,Reference,2059,43326.307,1210026.919,27.92822659
14_PE,Reference,2060,43438.836,1239430.711,28.53277908
14_PE,Reference,2061,43541.042,1269275.117,29.15123431
14_PE,Reference,2062,43637.373,1299633.304,29.7825743
14_PE,Reference,2063,43724.912,1330452.533,30.427792130000004
14_PE,Reference,2064,43805.179,1361756.42,31.08665347
14_PE,Reference,2065,43876.275,1393506.019,31.759898000000003
14_PE,Reference,2066,43939.97,1425729.148,32.4472035
14_PE,Reference,2067,43996.21,1458420.816,33.14878296
14_PE,Reference,2068,44043.759,1491551.493,33.86521783
14_PE,Reference,2069,44083.148,1525125.018,34.596554170000005
14_PE,Reference,2070,44114.7,1559141.493,35.34290141
14_PE,Reference,2071,44137.802,1593580.951,36.10467396
14_PE,Reference,2072,44152.32,1628431.965,36.88213812000001
14_PE,Reference,2073,44159.822,1663720.649,37.6749854
14_PE,Reference,2074,44160.879,1699453.4959999998,38.48323527
14_PE,Reference,2075,44155.022,1735613.45,39.30727177
14_PE,Reference,2076,44141.827,1772182.8129999998,40.14747313
14_PE,Reference,2077,44119.854,1809117.217,41.0046057
14_PE,Reference,2078,44091.589,1846466.387,41.87797329
14_PE,Reference,2079,44056.149,1884199.866,42.7681472
14_PE,Reference,2080,44014.087,1922321.786,43.675148500000006
14_PE,Reference,2081,43966.386,1960848.796,44.59881682
14_PE,Reference,2082,43911.429,1999728.847,45.54005397
